text_index,type,text_type,line_id,text
an7.4,dhamma,"[1, 3]","['an7.4:8.2', 'an7.4:8.2']","['Idha, bhikkhave, ariyasāvako paññavā hoti udayatthagāminiyā paññāya samannāgato ariyāya nibbedhikāya sammā dukkhakkhayagāminiyā. ', 'It’s when a noble disciple is wise. They have the wisdom of arising and passing away which is noble, penetrative, and leads to the complete ending of suffering. ']"
an7.6,dhamma,"[1, 3]","['an7.6:8.2', 'an7.6:8.2']","['Idha, bhikkhave, ariyasāvako paññavā hoti …pe… sammā dukkhakkhayagāminiyā. ', 'It’s when a noble disciple is wise. They have the wisdom of arising and passing away which is noble, penetrative, and leads to the complete ending of suffering. ']"
an7.9,dhamma,"[1, 3]","['an7.9:1.17', 'an7.9:1.17']","['Ayaṁ vuccati, bhikkhave, bhikkhu acchecchi taṇhaṁ, vivattayi saṁyojanaṁ, sammā mānābhisamayā antamakāsi dukkhassā”ti. ', 'they’re called a mendicant who has cut off craving, untied the fetters, and by rightly comprehending conceit has made an end of suffering.”']"
sn13.1,dhamma,"[1, 3, 1, 3]","['sn13.1:2.4', 'sn13.1:2.4', 'sn13.1:2.6', 'sn13.1:2.6']","['“Evameva kho, bhikkhave, ariyasāvakassa diṭṭhisampannassa puggalassa abhisametāvino etadeva bahutaraṁ dukkhaṁ yadidaṁ parikkhīṇaṁ pariyādiṇṇaṁ; ', '“In the same way, for a noble disciple accomplished in view, a person with comprehension, the suffering that’s over and done with is more, ', 'Neva satimaṁ kalaṁ upeti na sahassimaṁ kalaṁ upeti na satasahassimaṁ kalaṁ upeti purimaṁ dukkhakkhandhaṁ parikkhīṇaṁ pariyādiṇṇaṁ upanidhāya yadidaṁ sattakkhattuṁparamatā. ', 'Compared to the mass of suffering in the past that’s over and done with, it’s not nearly a hundredth, a thousandth, or a hundred thousandth part, since there are at most seven more lives. ']"
sn13.10,dhamma,"[1, 3, 1, 3]","['sn13.10:3.1', 'sn13.10:3.1', 'sn13.10:3.3', 'sn13.10:3.3']","['“Evameva kho, bhikkhave, ariyasāvakassa diṭṭhisampannassa puggalassa abhisametāvino etadeva bahutaraṁ dukkhaṁ yadidaṁ parikkhīṇaṁ pariyādiṇṇaṁ; ', '“In the same way, for a noble disciple accomplished in view, a person with comprehension, the suffering that’s over and done with is more, ', 'Neva satimaṁ kalaṁ upeti na sahassimaṁ kalaṁ upeti na satasahassimaṁ kalaṁ upeti purimaṁ dukkhakkhandhaṁ parikkhīṇaṁ pariyādiṇṇaṁ upanidhāya yadidaṁ sattakkhattuṁparamatā. ', 'Compared to the mass of suffering in the past that’s over and done with, it’s not nearly a hundredth, a thousandth, or a hundred thousandth part, since there are at most seven more lives. ']"
sn13.2,dhamma,"[1, 3, 1, 3]","['sn13.2:3.1', 'sn13.2:3.1', 'sn13.2:3.2', 'sn13.2:3.2']","['“Evameva kho, bhikkhave, ariyasāvakassa diṭṭhisampannassa puggalassa abhisametāvino etadeva bahutaraṁ dukkhaṁ yadidaṁ parikkhīṇaṁ pariyādiṇṇaṁ; appamattakaṁ avasiṭṭhaṁ. ', '“In the same way, for a person with comprehension, a noble disciple accomplished in view, the suffering that’s over and done with is more, what’s left is tiny. ', 'Neva satimaṁ kalaṁ upeti na sahassimaṁ kalaṁ upeti na satasahassimaṁ kalaṁ upeti purimaṁ dukkhakkhandhaṁ parikkhīṇaṁ pariyādiṇṇaṁ upanidhāya, yadidaṁ sattakkhattuṁparamatā. ', 'Compared to the mass of suffering in the past that’s over and done with, it’s not nearly a hundredth, a thousandth, or a hundred thousandth part, since there are at most seven more lives. ']"
sn14.12,dhamma,"[1, 3]","['sn14.12:5.2', 'sn14.12:5.2']","['Evameva kho, bhikkhave, yo hi koci samaṇo vā brāhmaṇo vā uppannaṁ visamagataṁ saññaṁ na khippameva pajahati vinodeti byantīkaroti anabhāvaṁ gameti, so diṭṭhe ceva dhamme dukkhaṁ viharati savighātaṁ saupāyāsaṁ sapariḷāhaṁ; ', 'In the same way, a corrupt perception might arise in an ascetic or brahmin. If they don’t quickly give it up, get rid of it, eliminate it, and obliterate it, they’ll suffer in the present life, with anguish, distress, and fever. ']"
sn14.31,dhamma,"[1, 3, 1, 3]","['sn14.31:2.3', 'sn14.31:2.3', 'sn14.31:2.8', 'sn14.31:2.8']","['yaṁ pathavīdhātu aniccā dukkhā vipariṇāmadhammā, ayaṁ pathavīdhātuyā ādīnavo; ', 'That the earth element is impermanent, suffering, and perishable: this is its drawback. ', 'yaṁ vāyodhātu aniccā dukkhā vipariṇāmadhammā, ayaṁ vāyodhātuyā ādīnavo; ', 'That the air element is impermanent, suffering, and perishable: this is its drawback. ']"
sn14.34,dhamma,"[1, 3, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn14.34:0.3', 'sn14.34:0.3', 'sn14.34:0.3', 'sn14.34:1.2', 'sn14.34:1.2', 'sn14.34:1.3', 'sn14.34:1.3', 'sn14.34:2.3', 'sn14.34:2.3', 'sn14.34:2.4', 'sn14.34:2.4', 'sn14.34:3.1', 'sn14.34:3.1', 'sn14.34:3.2', 'sn14.34:3.2', 'sn14.34:4.3', 'sn14.34:4.3', 'sn14.34:4.4', 'sn14.34:4.4']","['Ekantadukkhasutta ', 'Exclusively Painful ', 'Ekantadukkhasutta → dukkhalaṅkaṇasuttaṁ (bj); dukkha (pts1ed, pts2ed) ', '“Pathavīdhātu ce hidaṁ, bhikkhave, ekantadukkhā abhavissa dukkhānupatitā dukkhāvakkantā anavakkantā sukhena, nayidaṁ sattā pathavīdhātuyā sārajjeyyuṁ. ', '“Mendicants, if the earth element were exclusively painful—soaked and steeped in pain and not steeped in pleasure—sentient beings wouldn’t be aroused by it. ', 'Yasmā ca kho, bhikkhave, pathavīdhātu sukhā sukhānupatitā sukhāvakkantā anavakkantā dukkhena, tasmā sattā pathavīdhātuyā sārajjanti. ', 'But because the earth element is pleasurable—soaked and steeped in pleasure and not steeped in pain—sentient beings are aroused by it. ', 'vāyodhātu ce hidaṁ, bhikkhave, ekantadukkhā abhavissa dukkhānupatitā dukkhāvakkantā anavakkantā sukhena, nayidaṁ sattā vāyodhātuyā sārajjeyyuṁ. ', 'If the air element … ', 'Yasmā ca kho, bhikkhave, vāyodhātu sukhā sukhānupatitā sukhāvakkantā anavakkantā dukkhena, tasmā sattā vāyodhātuyā sārajjanti. ', nan, 'Pathavīdhātu ce hidaṁ, bhikkhave, ekantasukhā abhavissa sukhānupatitā sukhāvakkantā anavakkantā dukkhena, nayidaṁ sattā pathavīdhātuyā nibbindeyyuṁ. ', 'If the earth element were exclusively pleasurable—soaked and steeped in pleasure and not steeped in pain—sentient beings wouldn’t grow disillusioned with it. ', 'Yasmā ca kho, bhikkhave, pathavīdhātu dukkhā dukkhānupatitā dukkhāvakkantā anavakkantā sukhena, tasmā sattā pathavīdhātuyā nibbindanti. ', 'But because the earth element is painful—soaked and steeped in pain and not steeped in pleasure—sentient beings do grow disillusioned with it. ', 'vāyodhātu ce hidaṁ, bhikkhave, ekantasukhā abhavissa sukhānupatitā sukhāvakkantā anavakkantā dukkhena, nayidaṁ sattā vāyodhātuyā nibbindeyyuṁ. ', 'If the air element were exclusively pleasurable—soaked and steeped in pleasure and not steeped in pain—sentient beings wouldn’t grow disillusioned with it. ', 'Yasmā ca kho, bhikkhave, vāyodhātu dukkhā dukkhānupatitā dukkhāvakkantā anavakkantā sukhena, tasmā sattā vāyodhātuyā nibbindantī”ti. ', 'But because the air element is painful—soaked and steeped in pain and not steeped in pleasure—sentient beings do grow disillusioned with it.”']"
sn14.35,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn14.35:1.2', 'sn14.35:1.2', 'sn14.35:1.3', 'sn14.35:1.3', 'sn14.35:1.6', 'sn14.35:1.6', 'sn14.35:1.7', 'sn14.35:1.7', 'sn14.35:2.1', 'sn14.35:2.1', 'sn14.35:2.2', 'sn14.35:2.2', 'sn14.35:2.5', 'sn14.35:2.5', 'sn14.35:2.6', 'sn14.35:2.6']","['“Yo, bhikkhave, pathavīdhātuṁ abhinandati, dukkhaṁ so abhinandati. ', '“Mendicants, if you take pleasure in the earth element, you take pleasure in suffering. ', 'Yo dukkhaṁ abhinandati, aparimutto so dukkhasmāti vadāmi. ', 'If you take pleasure in suffering, I say you’re not exempt from suffering. ', 'yo vāyodhātuṁ abhinandati, dukkhaṁ so abhinandati. ', 'If you take pleasure in the air element, you take pleasure in suffering. ', 'Yo dukkhaṁ abhinandati, aparimutto so dukkhasmāti vadāmi. ', 'If you take pleasure in suffering, I say you’re not exempt from suffering. ', 'Yo ca kho, bhikkhave, pathavīdhātuṁ nābhinandati, dukkhaṁ so nābhinandati. ', 'If you don’t take pleasure in the earth element, you don’t take pleasure in suffering. ', 'Yo dukkhaṁ nābhinandati, parimutto so dukkhasmāti vadāmi. ', 'If you don’t take pleasure in suffering, I say you’re exempt from suffering. ', 'yo vāyodhātuṁ nābhinandati, dukkhaṁ so nābhinandati. ', 'If you don’t take pleasure in the air element, you don’t take pleasure in suffering. ', 'Yo dukkhaṁ nābhinandati, parimutto so dukkhasmāti vadāmī”ti. ', 'If you don’t take pleasure in suffering, I say you’re exempt from suffering.”']"
sn14.36,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['sn14.36:1.2', 'sn14.36:1.2', 'sn14.36:1.5', 'sn14.36:1.5', 'sn14.36:2.1', 'sn14.36:2.1', 'sn14.36:2.4', 'sn14.36:2.4']","['“Yo, bhikkhave, pathavīdhātuyā uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo rogānaṁ ṭhiti jarāmaraṇassa pātubhāvo. ', '“Mendicants, the arising, continuation, rebirth, and manifestation of the earth element is the arising of suffering, the continuation of diseases, and the manifestation of old age and death. ', 'yo vāyodhātuyā uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo rogānaṁ ṭhiti jarāmaraṇassa pātubhāvo. ', 'The arising, continuation, rebirth, and manifestation of the air element is the arising of suffering, the continuation of diseases, and the manifestation of old age and death. ', 'Yo ca kho, bhikkhave, pathavīdhātuyā nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho rogānaṁ vūpasamo jarāmaraṇassa atthaṅgamo. ', 'The cessation, settling, and ending of the earth element is the cessation of suffering, the settling of diseases, and the ending of old age and death. ', 'yo vāyodhātuyā nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho rogānaṁ vūpasamo jarāmaraṇassa atthaṅgamo”ti. ', 'The cessation, settling, and ending of the air element is the cessation of suffering, the settling of diseases, and the ending of old age and death.”']"
sn14.39,dhamma,"[1, 3]","['sn14.39:3.2', 'sn14.39:3.2']","['nocedañca dukkhena ca; ', nan]"
sn15.1,dhamma,"[1, 3]","['sn15.1:1.14', 'sn15.1:1.14']","['Evaṁ dīgharattaṁ vo, bhikkhave, dukkhaṁ paccanubhūtaṁ tibbaṁ paccanubhūtaṁ byasanaṁ paccanubhūtaṁ, kaṭasī vaḍḍhitā. ', 'For such a long time you have undergone suffering, agony, and disaster, swelling the cemeteries. ']"
sn15.10,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['sn15.10:6.3', 'sn15.10:6.3', 'sn15.10:6.4', 'sn15.10:6.4', 'sn15.10:6.6', 'sn15.10:6.6', 'sn15.10:7.3', 'sn15.10:7.3']","['Dukkhaṁ dukkhasamuppādaṁ, ', 'suffering, suffering’s origin, ', 'dukkhassa ca atikkamaṁ; ', 'suffering’s transcendence, ', 'dukkhūpasamagāminaṁ. ', 'that leads to the stilling of suffering. ', 'Dukkhassantakaro hoti, ', 'makes an end of suffering, ']"
sn15.19,dhamma,"[1, 3]","['sn15.19:1.8', 'sn15.19:1.8']","['Evaṁ dīgharattaṁ vo, bhikkhave, dukkhaṁ paccanubhūtaṁ tibbaṁ paccanubhūtaṁ byasanaṁ paccanubhūtaṁ, kaṭasī vaḍḍhitā. ', 'For such a long time you have undergone suffering, agony, and disaster, swelling the cemeteries. ']"
sn15.2,dhamma,"[1, 3]","['sn15.2:1.9', 'sn15.2:1.9']","['Evaṁ dīgharattaṁ vo, bhikkhave, dukkhaṁ paccanubhūtaṁ tibbaṁ paccanubhūtaṁ byasanaṁ paccanubhūtaṁ, kaṭasī vaḍḍhitā. ', 'For such a long time you have undergone suffering, agony, and disaster, swelling the cemeteries. ']"
sn15.8,dhamma,"[1, 3]","['sn15.8:2.11', 'sn15.8:2.11']","['Evaṁ dīgharattaṁ kho, brāhmaṇa, dukkhaṁ paccanubhūtaṁ tibbaṁ paccanubhūtaṁ byasanaṁ paccanubhūtaṁ, kaṭasī vaḍḍhitā. ', 'For such a long time you have undergone suffering, agony, and disaster, swelling the cemeteries. ']"
sn16.12,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['sn16.12:2.2', 'sn16.12:2.2', 'sn16.12:2.3', 'sn16.12:2.3', 'sn16.12:2.4', 'sn16.12:2.4', 'sn16.12:2.5', 'sn16.12:2.5']","['“Idaṁ ‘dukkhan’ti kho, āvuso, byākataṁ bhagavatā; ', '“‘This is suffering’ has been declared by the Buddha. ', 'ayaṁ ‘dukkhasamudayo’ti byākataṁ bhagavatā; ', '‘This is the origin of suffering’ … ', 'ayaṁ ‘dukkhanirodho’ti byākataṁ bhagavatā; ', '‘This is the cessation of suffering’ … ', 'ayaṁ ‘dukkhanirodhagāminī paṭipadā’ti byākataṁ bhagavatā”ti. ', '‘This is the practice that leads to the cessation of suffering’ has been declared by the Buddha.” ']"
sn16.4,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn16.4:2.7', 'sn16.4:2.7', 'sn16.4:2.10', 'sn16.4:2.10', 'sn16.4:2.11', 'sn16.4:2.11', 'sn16.4:3.8', 'sn16.4:3.8', 'sn16.4:3.9', 'sn16.4:3.9', 'sn16.4:3.10', 'sn16.4:3.10', 'sn16.4:3.11', 'sn16.4:3.11', 'sn16.4:3.12', 'sn16.4:3.12', 'sn16.4:4.8', 'sn16.4:4.8', 'sn16.4:4.9', 'sn16.4:4.9', 'sn16.4:4.10', 'sn16.4:4.10', 'sn16.4:4.11', 'sn16.4:4.11', 'sn16.4:4.12', 'sn16.4:4.12']","['Tassa ce, bhikkhave, bhikkhuno evaṁcittassa kulāni upasaṅkamato na denti, tena bhikkhu sandīyati; so tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'If a mendicant with such a thought approaches a family and they don’t give, the mendicant feels slighted. And they experience pain and sadness because of that. ', 'dandhaṁ denti, no sīghaṁ, tena bhikkhu sandīyati; so tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give slowly … ', 'Asakkaccaṁ denti, no sakkaccaṁ; tena bhikkhu sandīyati; so tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give carelessly, the mendicant feels slighted. And they experience pain and sadness because of that. ', 'Tassa ce, bhikkhave, bhikkhuno evaṁcittassa kulāni upasaṅkamato na denti; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'If a mendicant with such a thought approaches a family and they don’t give, the mendicant doesn’t feel slighted. And they don’t experience pain and sadness because of that. ', 'Thokaṁ denti, no bahukaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'If they give only a little … ', 'Lūkhaṁ denti, no paṇītaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give coarse things … ', 'Dandhaṁ denti, no sīghaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give slowly … ', 'Asakkaccaṁ denti, no sakkaccaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give carelessly, the mendicant doesn’t feel slighted. And they don’t experience pain and sadness because of that. ', 'Tassa ce, bhikkhave, kassapassa evaṁcittassa kulāni upasaṅkamato na denti; tena kassapo na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'With such a thought, if he approaches a family and they don’t give, he doesn’t feel slighted. And he doesn’t experience pain and sadness because of that. ', 'Thokaṁ denti, no bahukaṁ; tena kassapo na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'If they give only a little … ', 'Lūkhaṁ denti, no paṇītaṁ; tena kassapo na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give coarse things … ', 'Dandhaṁ denti, no sīghaṁ; tena kassapo na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give slowly … ', 'Asakkaccaṁ denti, no sakkaccaṁ; tena kassapo na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ', 'if they give carelessly, he doesn’t feel slighted. And he doesn’t experience pain and sadness because of that. ']"
sn16.8,dhamma,"[1, 3]","['sn16.8:7.5', 'sn16.8:7.5']","['Tesaṁ taṁ hoti dīgharattaṁ ahitāya dukkhāya. ', 'That is for their lasting harm and suffering. ']"
sn16.9,dhamma,"[1, 3, 1, 3]","['sn16.9:4.1', 'sn16.9:4.1', 'sn16.9:13.1', 'sn16.9:13.1']","['Ahaṁ, bhikkhave, yāvade ākaṅkhāmi sukhassa ca pahānā dukkhassa ca pahānā pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharāmi. ', 'Whenever I want, with the giving up of pleasure and pain, and the ending of former happiness and sadness, I enter and remain in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness. ', 'Ahaṁ, bhikkhave, yāvade ākaṅkhāmi anekavihitaṁ pubbenivāsaṁ anussarāmi, seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo dasapi jātiyo vīsampi jātiyo tiṁsampi jātiyo cattālīsampi jātiyo paññāsampi jātiyo jātisatampi jātisahassampi jātisatasahassampi, anekepi saṁvaṭṭakappe anekepi vivaṭṭakappe anekepi saṁvaṭṭavivaṭṭakappe: ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ; tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarāmi. ', 'Whenever I want, I recollect my many kinds of past lives. That is: one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. I remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so I recollect my many kinds of past lives, with features and details. ']"
sn17.5,dhamma,"[1, 3]","['sn17.5:1.11', 'sn17.5:1.11']","['Tañhi tassa, bhikkhave, moghapurisassa hoti dīgharattaṁ ahitāya dukkhāya. ', 'This will be for their lasting harm and suffering. ']"
sn18.1,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn18.1:2.4', 'sn18.1:2.4', 'sn18.1:2.5', 'sn18.1:2.5', 'sn18.1:2.6', 'sn18.1:2.6', 'sn18.1:3.11', 'sn18.1:3.11', 'sn18.1:3.12', 'sn18.1:3.12', 'sn18.1:3.13', 'sn18.1:3.13']","['“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ', '“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ']"
sn18.11,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['sn18.11:1.7', 'sn18.11:1.7', 'sn18.11:1.8', 'sn18.11:1.8', 'sn18.11:1.9', 'sn18.11:1.9', 'sn18.11:1.18', 'sn18.11:1.18', 'sn18.11:1.19', 'sn18.11:1.19', 'sn18.11:1.20', 'sn18.11:1.20']","['“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ', '“Yaṁ panāniccaṁ dukkhaṁ vā taṁ sukhaṁ vā”ti? ', '“But if it’s impermanent, is it suffering or happiness?” ', '“Dukkhaṁ, bhante”. ', '“Suffering, sir.” ', '“Yaṁ panāniccaṁ dukkhaṁ vipariṇāmadhammaṁ, kallaṁ nu taṁ samanupassituṁ: ', '“But if it’s impermanent, suffering, and perishable, is it fit to be regarded thus: ']"
sn19.1,dhamma,"[1, 3]","['sn19.1:4.6', 'sn19.1:4.6']","['Ye me na saddaheyyuṁ, tesaṁ taṁ assa dīgharattaṁ ahitāya dukkhāya. ', 'which would be for their lasting harm and suffering. ']"
sn19.21,dhamma,"[1, 3]","['sn19.21:2.7', 'sn19.21:2.7']","['Ye me na saddaheyyuṁ, tesaṁ taṁ assa dīgharattaṁ ahitāya dukkhāya. ', 'which would be for their lasting harm and suffering. ']"
sn20.10,dhamma,"[1, 3, 1, 3, 1, 3]","['sn20.10:2.6', 'sn20.10:2.6', 'sn20.10:3.4', 'sn20.10:3.4', 'sn20.10:3.6', 'sn20.10:3.6']","['So tatonidānaṁ maraṇampi nigacchi maraṇamattampi dukkhaṁ. ', 'resulting in death and deadly pain. ', 'So rāgānuddhaṁsena cittena maraṇaṁ vā nigacchati maraṇamattaṁ vā dukkhaṁ. ', 'resulting in death or deadly pain. ', 'Maraṇamattañhetaṁ, bhikkhave, dukkhaṁ yadidaṁ aññataraṁ saṅkiliṭṭhaṁ āpattiṁ āpajjati. ', 'And it is deadly pain to commit one of the corrupt offenses ']"
sn20.9,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['sn20.9:3.4', 'sn20.9:3.4', 'sn20.9:3.7', 'sn20.9:3.7', 'sn20.9:4.5', 'sn20.9:4.5', 'sn20.9:4.10', 'sn20.9:4.10']","['Tesaṁ taṁ vaṇṇāya ceva hoti balāya ca, na ca tatonidānaṁ maraṇaṁ vā nigacchanti maraṇamattaṁ vā dukkhaṁ. ', 'That was good for their appearance and health, and wouldn’t result in death or deadly pain. ', 'Tatonidānaṁ maraṇaṁ vā nigacchanti maraṇamattaṁ vā dukkhaṁ. ', nan, 'Tesaṁ taṁ vaṇṇāya ceva hoti balāya ca, na ca tatonidānaṁ maraṇaṁ vā nigacchanti maraṇamattaṁ vā dukkhaṁ. ', 'That’s good for their appearance and health, and doesn’t result in death or deadly pain. ', 'Tesaṁ taṁ neva vaṇṇāya hoti na balāya, te tatonidānaṁ maraṇaṁ vā nigacchanti maraṇamattaṁ vā dukkhaṁ. ', 'That’s not good for their appearance and health, and results in death or deadly pain. ']"
