type,text_index,line_id,text
dhamma@dn22@3@dn22:17.3@It’s when a mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering.’ 
dhamma@dn22@1@dn22:18.0@4.5.1. Dukkhasaccaniddesa 
dhamma@dn22@3@dn22:18.0@4.5.1. The Truth of Suffering 
dhamma@dn22@1@dn22:18.1@Katamañca, bhikkhave, dukkhaṁ ariyasaccaṁ? 
dhamma@dn22@3@dn22:18.1@And what is the noble truth of suffering? 
dhamma@dn22@1@dn22:18.2@Jātipi dukkhā, jarāpi dukkhā, maraṇampi dukkhaṁ, sokaparidevadukkhadomanassupāyāsāpi dukkhā, appiyehi sampayogopi dukkho, piyehi vippayogopi dukkho, yampicchaṁ na labhati tampi dukkhaṁ, saṅkhittena pañcupādānakkhandhā dukkhā. 
dhamma@dn22@3@dn22:18.2@Rebirth is suffering; old age is suffering; death is suffering; sorrow, lamentation, pain, sadness, and distress are suffering; association with the disliked is suffering; separation from the liked is suffering; not getting what you wish for is suffering. In brief, the five grasping aggregates are suffering. 
dhamma@dn22@4@dn22:18.2@dukkho → appiyehi …pe… vippayogo dukkhotipāṭho ceva taṁniddeso ca katthaci na dissati, aṭṭhakathāyampi taṁsaṁvaṇṇanā 
dhamma@dn22@1@dn22:18.13@Yo kho, bhikkhave, aññataraññatarena byasanena samannāgatassa aññataraññatarena dukkhadhammena phuṭṭhassa soko socanā socitattaṁ antosoko antoparisoko, 
dhamma@dn22@3@dn22:18.13@The sorrow, sorrowing, state of sorrow, inner sorrow, inner deep sorrow in someone who has undergone misfortune, who has experienced suffering. 
dhamma@dn22@1@dn22:18.16@Yo kho, bhikkhave, aññataraññatarena byasanena samannāgatassa aññataraññatarena dukkhadhammena phuṭṭhassa ādevo paridevo ādevanā paridevanā ādevitattaṁ paridevitattaṁ, 
dhamma@dn22@3@dn22:18.16@The wail, lament, wailing, lamenting, state of wailing and lamentation in someone who has undergone misfortune, who has experienced suffering. 
dhamma@dn22@1@dn22:18.18@Katamañca, bhikkhave, dukkhaṁ? 
dhamma@dn22@3@dn22:18.18@And what is pain? 
dhamma@dn22@1@dn22:18.19@Yaṁ kho, bhikkhave, kāyikaṁ dukkhaṁ kāyikaṁ asātaṁ kāyasamphassajaṁ dukkhaṁ asātaṁ vedayitaṁ, 
dhamma@dn22@3@dn22:18.19@Physical pain, physical unpleasantness, the painful, unpleasant feeling that’s born from physical contact. 
dhamma@dn22@1@dn22:18.20@idaṁ vuccati, bhikkhave, dukkhaṁ. 
dhamma@dn22@3@dn22:18.20@This is called pain. 
dhamma@dn22@1@dn22:18.22@Yaṁ kho, bhikkhave, cetasikaṁ dukkhaṁ cetasikaṁ asātaṁ manosamphassajaṁ dukkhaṁ asātaṁ vedayitaṁ, 
dhamma@dn22@3@dn22:18.22@Mental pain, mental displeasure, the painful, unpleasant feeling that’s born from mental contact. 
dhamma@dn22@1@dn22:18.25@Yo kho, bhikkhave, aññataraññatarena byasanena samannāgatassa aññataraññatarena dukkhadhammena phuṭṭhassa āyāso upāyāso āyāsitattaṁ upāyāsitattaṁ, 
dhamma@dn22@3@dn22:18.25@The stress, distress, state of stress and distress in someone who has undergone misfortune, who has experienced suffering. 
dhamma@dn22@1@dn22:18.27@Katamo ca, bhikkhave, appiyehi sampayogo dukkho? 
dhamma@dn22@3@dn22:18.27@And what is meant by ‘association with the disliked is suffering’? 
dhamma@dn22@1@dn22:18.29@ayaṁ vuccati, bhikkhave, appiyehi sampayogo dukkho. 
dhamma@dn22@3@dn22:18.29@this is what is meant by ‘association with the disliked is suffering’. 
dhamma@dn22@1@dn22:18.30@Katamo ca, bhikkhave, piyehi vippayogo dukkho? 
dhamma@dn22@3@dn22:18.30@And what is meant by ‘separation from the liked is suffering’? 
dhamma@dn22@1@dn22:18.32@ayaṁ vuccati, bhikkhave, piyehi vippayogo dukkho. 
dhamma@dn22@3@dn22:18.32@this is what is meant by ‘separation from the liked is suffering’. 
dhamma@dn22@1@dn22:18.33@Katamañca, bhikkhave, yampicchaṁ na labhati tampi dukkhaṁ? 
dhamma@dn22@3@dn22:18.33@And what is meant by ‘not getting what you wish for is suffering’? 
dhamma@dn22@1@dn22:18.37@idampi yampicchaṁ na labhati tampi dukkhaṁ. 
dhamma@dn22@3@dn22:18.37@This is what is meant by ‘not getting what you wish for is suffering.’ 
dhamma@dn22@1@dn22:18.40@Na kho panetaṁ icchāya pattabbaṁ, idampi yampicchaṁ na labhati tampi dukkhaṁ. 
dhamma@dn22@3@dn22:18.40@
dhamma@dn22@1@dn22:18.42@Na kho panetaṁ icchāya pattabbaṁ, idampi yampicchaṁ na labhati tampi dukkhaṁ. 
dhamma@dn22@3@dn22:18.42@
dhamma@dn22@1@dn22:18.44@Na kho panetaṁ icchāya pattabbaṁ, idampi yampicchaṁ na labhati tampi dukkhaṁ. 
dhamma@dn22@3@dn22:18.44@
dhamma@dn22@1@dn22:18.45@Sokaparidevadukkhadomanassupāyāsadhammānaṁ, bhikkhave, sattānaṁ evaṁ icchā uppajjati ‘aho vata mayaṁ na sokaparidevadukkhadomanassupāyāsadhammā assāma, na ca vata no sokaparidevadukkhadomanassupāyāsaā āgaccheyyun’ti. 
dhamma@dn22@3@dn22:18.45@experience sorrow, lamentation, pain, sadness, and distress, such a wish arises: ‘Oh, if only we were not liable to experience sorrow, lamentation, pain, sadness, and distress! If only sorrow, lamentation, pain, sadness, and distress would not come to us!’ 
dhamma@dn22@1@dn22:18.47@idampi yampicchaṁ na labhati tampi dukkhaṁ. 
dhamma@dn22@3@dn22:18.47@This is what is meant by ‘not getting what you wish for is suffering.’ 
dhamma@dn22@1@dn22:18.48@Katame ca, bhikkhave, saṅkhittena pañcupādānakkhandhā dukkhā? 
dhamma@dn22@3@dn22:18.48@And what is meant by ‘in brief, the five grasping aggregates are suffering’? 
dhamma@dn22@1@dn22:18.50@Ime vuccanti, bhikkhave, saṅkhittena pañcupādānakkhandhā dukkhā. 
dhamma@dn22@3@dn22:18.50@This is what is meant by ‘in brief, the five grasping aggregates are suffering’. 
dhamma@dn22@1@dn22:18.51@Idaṁ vuccati, bhikkhave, dukkhaṁ ariyasaccaṁ. 
dhamma@dn22@3@dn22:18.51@This is called the noble truth of suffering. 
dhamma@dn22@1@dn22:19.1@Katamañca, bhikkhave, dukkhasamudayaṁ ariyasaccaṁ? 
dhamma@dn22@3@dn22:19.1@And what is the noble truth of the origin of suffering? 
dhamma@dn22@1@dn22:19.67@Idaṁ vuccati, bhikkhave, dukkhasamudayaṁ ariyasaccaṁ. 
dhamma@dn22@3@dn22:19.67@This is called the noble truth of the origin of suffering. 
dhamma@dn22@1@dn22:20.1@Katamañca, bhikkhave, dukkhanirodhaṁ ariyasaccaṁ? 
dhamma@dn22@3@dn22:20.1@And what is the noble truth of the cessation of suffering? 
dhamma@dn22@4@dn22:20.1@dukkhanirodhaṁ → dukkhanirodho (bj, sya-all, km) 
dhamma@dn22@1@dn22:20.66@Idaṁ vuccati, bhikkhave, dukkhanirodhaṁ ariyasaccaṁ. 
dhamma@dn22@3@dn22:20.66@This is called the noble truth of the cessation of suffering. 
dhamma@dn22@1@dn22:21.1@Katamañca, bhikkhave, dukkhanirodhagāminī paṭipadā ariyasaccaṁ? 
dhamma@dn22@3@dn22:21.1@And what is the noble truth of the practice that leads to the cessation of suffering? 
dhamma@dn22@1@dn22:21.5@Yaṁ kho, bhikkhave, dukkhe ñāṇaṁ, dukkhasamudaye ñāṇaṁ, dukkhanirodhe ñāṇaṁ, dukkhanirodhagāminiyā paṭipadāya ñāṇaṁ. 
dhamma@dn22@3@dn22:21.5@Knowing about suffering, the origin of suffering, the cessation of suffering, and the practice that leads to the cessation of suffering. 
dhamma@dn22@1@dn22:21.35@Sukhassa ca pahānā dukkhassa ca pahānā pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharati. 
dhamma@dn22@3@dn22:21.35@Giving up pleasure and pain, and ending former happiness and sadness, they enter and remain in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness. 
dhamma@dn22@1@dn22:21.37@Idaṁ vuccati, bhikkhave, dukkhanirodhagāminī paṭipadā ariyasaccaṁ. 
dhamma@dn22@3@dn22:21.37@This is called the noble truth of the practice that leads to the cessation of suffering. 
dhamma@dn22@1@dn22:22.24@Ekāyano ayaṁ, bhikkhave, maggo sattānaṁ visuddhiyā sokaparidevānaṁ samatikkamāya dukkhadomanassānaṁ atthaṅgamāya ñāyassa adhigamāya nibbānassa sacchikiriyāya yadidaṁ cattāro satipaṭṭhānāti. 
dhamma@dn22@3@dn22:22.24@‘The four kinds of mindfulness meditation are the path to convergence. They are in order to purify sentient beings, to get past sorrow and crying, to make an end of pain and sadness, to discover the system, and to realize extinguishment.’ 
dhamma@dn23@1@dn23:6.9@Te aparena samayena ābādhikā honti dukkhitā bāḷhagilānā. 
dhamma@dn23@3@dn23:6.9@Some time later they become sick, suffering, gravely ill. 
dhamma@dn23@1@dn23:8.9@Te aparena samayena ābādhikā honti dukkhitā bāḷhagilānā. 
dhamma@dn23@3@dn23:8.9@Some time later they become sick, suffering, gravely ill. 
dhamma@dn23@1@dn23:10.7@te aparena samayena ābādhikā honti dukkhitā bāḷhagilānā. 
dhamma@dn23@3@dn23:10.7@Some time later they become sick, suffering, gravely ill. 
dhamma@dn23@1@dn23:12.6@“Idhāhaṁ, bho kassapa, passāmi samaṇabrāhmaṇe sīlavante kalyāṇadhamme jīvitukāme amaritukāme sukhakāme dukkhapaṭikūle. 
dhamma@dn23@3@dn23:12.6@“Well, I see ascetics and brahmins who are ethical, of good character, who want to live and don’t want to die, who want to be happy and recoil from pain. 
dhamma@dn23@1@dn23:12.12@‘ito no matānaṁ seyyo bhavissatī’ti, tasmā ime bhonto samaṇabrāhmaṇā sīlavanto kalyāṇadhammā jīvitukāmā amaritukāmā sukhakāmā dukkhapaṭikūlā attānaṁ na mārenti. 
dhamma@dn23@3@dn23:12.12@things are going to be better for them after death. That’s why they are ethical, of good character, wanting to live and not wanting to die, wanting to be happy and recoiling from pain.’ 
dhamma@dn23@1@dn23:21.30@Araṇisahitaṁ dvidhā phālesi, tidhā phālesi, catudhā phālesi, pañcadhā phālesi, dasadhā phālesi, satadhā phālesi, sakalikaṁ sakalikaṁ akāsi, sakalikaṁ sakalikaṁ karitvā udukkhale koṭṭesi, udukkhale koṭṭetvā mahāvāte opuni: 
dhamma@dn23@3@dn23:21.30@He split the bundle of drill-sticks into two, three, four, five, ten, or a hundred parts. He chopped them into splinters, pounded them in a mortar, and swept them away in a strong wind, thinking, 
dhamma@dn23@1@dn23:21.44@Araṇisahitaṁ dvidhā phālesiṁ, tidhā phālesiṁ, catudhā phālesiṁ, pañcadhā phālesiṁ, dasadhā phālesiṁ, satadhā phālesiṁ, sakalikaṁ sakalikaṁ akāsiṁ, sakalikaṁ sakalikaṁ karitvā udukkhale koṭṭesiṁ, udukkhale koṭṭetvā mahāvāte opuniṁ: 
dhamma@dn23@3@dn23:21.44@
dhamma@dn23@1@dn23:21.54@Mā te ahosi dīgharattaṁ ahitāya dukkhāyā”ti. 
dhamma@dn23@3@dn23:21.54@Don’t create lasting harm and suffering for yourself!” 
dhamma@dn23@1@dn23:23.71@Mā te ahosi dīgharattaṁ ahitāya dukkhāyā”ti. 
dhamma@dn23@3@dn23:23.71@Don’t create lasting harm and suffering for yourself!” 
dhamma@dn23@1@dn23:25.16@Mā te ahosi dīgharattaṁ ahitāya dukkhāyā”ti. 
dhamma@dn23@3@dn23:25.16@Don’t create lasting harm and suffering for yourself!” 
dhamma@dn23@1@dn23:27.20@Mā te ahosi dīgharattaṁ ahitāya dukkhāyā”ti. 
dhamma@dn23@3@dn23:27.20@Don’t create lasting harm and suffering for yourself!” 
dhamma@dn23@1@dn23:29.43@Mā te ahosi dīgharattaṁ ahitāya dukkhāyā”ti. 
dhamma@dn23@3@dn23:29.43@Don’t create lasting harm and suffering for yourself!” 
dhamma@dn23@1@dn23:31.3@So tattha dukkhette dubbhūme avihatakhāṇukaṇṭake bījāni patiṭṭhāpeyya khaṇḍāni pūtīni vātātapahatāni asāradāni asukhasayitāni. 
dhamma@dn23@3@dn23:31.3@And on that barren field, that barren ground, with uncleared stumps he sowed seeds that were broken, spoiled, weather-damaged, infertile, and ill kept. 
dhamma@dn24@1@dn24:1.4.14@kate vā uttari manussadhammā iddhipāṭihāriye akate vā uttari manussadhammā iddhipāṭihāriye yassatthāya mayā dhammo desito so niyyāti takkarassa sammā dukkhakkhayāyā’ti? 
dhamma@dn24@3@dn24:1.4.14@Whether or not there is a demonstration of psychic power, does my teaching lead someone who practices it to the goal of the complete ending of suffering?’ 
dhamma@dn24@1@dn24:1.4.15@‘Kate vā, bhante, uttari manussadhammā iddhipāṭihāriye akate vā uttari manussadhammā iddhipāṭihāriye yassatthāya bhagavatā dhammo desito so niyyāti takkarassa sammā dukkhakkhayāyā’ti. 
dhamma@dn24@3@dn24:1.4.15@‘It does, sir.’ 
dhamma@dn24@1@dn24:1.4.16@‘Iti kira, sunakkhatta, kate vā uttari manussadhammā iddhipāṭihāriye, akate vā uttari manussadhammā iddhipāṭihāriye, yassatthāya mayā dhammo desito, so niyyāti takkarassa sammā dukkhakkhayāya. 
dhamma@dn24@3@dn24:1.4.16@‘So it seems that whether or not there is a demonstration of psychic power, my teaching leads someone who practices it to the goal of the complete ending of suffering. 
dhamma@dn24@1@dn24:1.5.14@paññatte vā aggaññe, apaññatte vā aggaññe, yassatthāya mayā dhammo desito, so niyyāti takkarassa sammā dukkhakkhayāyā’ti? 
dhamma@dn24@3@dn24:1.5.14@Whether or not the origin of the world is described, does my teaching lead someone who practices it to the goal of the complete ending of suffering?’ 
dhamma@dn24@1@dn24:1.5.15@‘Paññatte vā, bhante, aggaññe, apaññatte vā aggaññe, yassatthāya bhagavatā dhammo desito, so niyyāti takkarassa sammā dukkhakkhayāyā’ti. 
dhamma@dn24@3@dn24:1.5.15@‘It does, sir.’ 
dhamma@dn24@1@dn24:1.5.16@‘Iti kira, sunakkhatta, paññatte vā aggaññe, apaññatte vā aggaññe, yassatthāya mayā dhammo desito, so niyyāti takkarassa sammā dukkhakkhayāya. 
dhamma@dn24@3@dn24:1.5.16@‘So it seems that whether or not the origin of the world is described, my teaching leads someone who practices it to the goal of the complete ending of suffering. 
dhamma@dn24@1@dn24:1.7.17@Mā te ahosi dīgharattaṁ ahitāya dukkhāya. 
dhamma@dn24@3@dn24:1.7.17@Don’t create lasting harm and suffering for yourself! 
dhamma@dn24@1@dn24:1.12.6@Mā vata no ahosi dīgharattaṁ ahitāya dukkhāyā’ti. 
dhamma@dn24@3@dn24:1.12.6@I mustn’t create lasting harm and suffering for myself!’ 
dhamma@dn24@1@dn24:1.13.10@Mā vata no ahosi dīgharattaṁ ahitāya dukkhāyā”’ti. 
dhamma@dn24@3@dn24:1.13.10@I mustn’t create lasting harm and suffering for myself!”’ 
dhamma@dn24@1@dn24:1.13.15@Mā te ahosi dīgharattaṁ ahitāya dukkhāya. 
dhamma@dn24@3@dn24:1.13.15@Don’t create lasting harm and suffering for yourself! 
dhamma@dn24@4@dn24:1.13.15@dukkhāya → dukkhāyāti (sya-all, csp1ed) 
dhamma@dn25@1@dn25:18.13@So anekavihitaṁ pubbenivāsaṁ anussarati seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo dasapi jātiyo vīsampi jātiyo tiṁsampi jātiyo cattālīsampi jātiyo paññāsampi jātiyo jātisatampi jātisahassampi jātisatasahassampi anekepi saṁvaṭṭakappe anekepi vivaṭṭakappe anekepi saṁvaṭṭavivaṭṭakappe: ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ, tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. 
dhamma@dn25@3@dn25:18.13@They recollect many kinds of past lives, that is, one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. They remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details. 
dhamma@dn25@1@dn25:23.22@Santi ca kho, nigrodha, akusalā dhammā appahīnā saṅkilesikā ponobbhavikā sadarā dukkhavipākā āyatiṁ jātijarāmaraṇiyā, yesāhaṁ pahānāya dhammaṁ desemi. 
dhamma@dn25@3@dn25:23.22@Nigrodha, there are things that are unskillful, corrupting, leading to future lives, hurtful, resulting in suffering and future rebirth, old age, and death. I teach Dhamma so that those things may be given up. 
dhamma@dn26@1@dn26:5.6@“kiṁ, bhante, kusalaṁ, kiṁ akusalaṁ, kiṁ sāvajjaṁ, kiṁ anavajjaṁ, kiṁ sevitabbaṁ, kiṁ na sevitabbaṁ, kiṁ me karīyamānaṁ dīgharattaṁ ahitāya dukkhāya assa, kiṁ vā pana me karīyamānaṁ dīgharattaṁ hitāya sukhāya assā”ti? 
dhamma@dn26@3@dn26:5.6@“Sirs, what is skillful? What is unskillful? What is blameworthy? What is blameless? What should be cultivated? What should not be cultivated? Doing what leads to my lasting harm and suffering? Doing what leads to my lasting welfare and happiness?” 
dhamma@dn27@1@dn27:15.10@Tadetarahipi manussā kenaci dukkhadhammena phuṭṭhā evamāhaṁsu: 
dhamma@dn27@3@dn27:15.10@And even today when people experience suffering they say: 
dhamma@dn27@1@dn27:29.1@Khattiyopi kho, vāseṭṭha, kāyena dvayakārī, vācāya dvayakārī, manasā dvayakārī, vimissadiṭṭhiko vimissadiṭṭhikammasamādāno vimissadiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā sukhadukkhappaṭisaṁvedī hoti. 
dhamma@dn27@3@dn27:29.1@An aristocrat, 
dhamma@dn27@1@dn27:29.5@samaṇopi kho, vāseṭṭha, kāyena dvayakārī, vācāya dvayakārī, manasā dvayakārī, vimissadiṭṭhiko vimissadiṭṭhikammasamādāno vimissadiṭṭhikammasamādānahetu kāyassa bhedā paraṁ maraṇā sukhadukkhappaṭisaṁvedī hoti. 
dhamma@dn27@3@dn27:29.5@or ascetic may do mixed things by way of body, speech, and mind. They have mixed view, and they act out of that mixed view. And because of that, when their body breaks up, after death, they experience both pleasure and pain. 
dhamma@dn28@1@dn28:10.2@Catasso imā, bhante, paṭipadā dukkhā paṭipadā dandhābhiññā, 
dhamma@dn28@3@dn28:10.2@Painful practice with slow insight, 
dhamma@dn28@1@dn28:10.3@dukkhā paṭipadā khippābhiññā, 
dhamma@dn28@3@dn28:10.3@painful practice with swift insight, 
dhamma@dn28@1@dn28:10.6@Tatra, bhante, yāyaṁ paṭipadā dukkhā dandhābhiññā, ayaṁ, bhante, paṭipadā ubhayeneva hīnā akkhāyati dukkhattā ca dandhattā ca. 
dhamma@dn28@3@dn28:10.6@Of these, the painful practice with slow insight is said to be inferior both ways: because it’s painful and because it’s slow. 
dhamma@dn28@1@dn28:10.7@Tatra, bhante, yāyaṁ paṭipadā dukkhā khippābhiññā, ayaṁ pana, bhante, paṭipadā dukkhattā hīnā akkhāyati. 
dhamma@dn28@3@dn28:10.7@The painful practice with swift insight is said to be inferior because it’s painful. 
dhamma@dn28@1@dn28:13.6@‘ayaṁ puggalo yathānusiṭṭhaṁ tathā paṭipajjamāno tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmī bhavissati, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karissatī’ti. 
dhamma@dn28@3@dn28:13.6@‘By practicing as instructed this individual will, with the ending of three fetters, and the weakening of greed, hate, and delusion, become a once-returner. They will come back to this world once only, then make an end of suffering.’ 
dhamma@dn28@1@dn28:14.5@‘ayaṁ puggalo tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmī bhavissati, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karissatī’ti. 
dhamma@dn28@3@dn28:14.5@‘With the ending of three fetters, and the weakening of greed, hate, and delusion, this individual will become a once-returner. They will come back to this world once only, then make an end of suffering.’ 
dhamma@dn28@1@dn28:15.4@Seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo dasapi jātiyo vīsampi jātiyo tiṁsampi jātiyo cattālīsampi jātiyo paññāsampi jātiyo jātisatampi jātisahassampi jātisatasahassampi anekānipi jātisatāni anekānipi jātisahassāni anekānipi jātisatasahassāni, ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ; tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. 
dhamma@dn28@3@dn28:15.4@with features and details. 
dhamma@dn28@1@dn28:15.11@Seyyathidaṁ—ekampi saṁvaṭṭavivaṭṭaṁ dvepi saṁvaṭṭavivaṭṭāni tīṇipi saṁvaṭṭavivaṭṭāni cattāripi saṁvaṭṭavivaṭṭāni pañcapi saṁvaṭṭavivaṭṭāni dasapi saṁvaṭṭavivaṭṭāni, ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ; tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. 
dhamma@dn28@3@dn28:15.11@with features and details. 
dhamma@dn28@1@dn28:15.19@Seyyathidaṁ—dasapi saṁvaṭṭavivaṭṭāni vīsampi saṁvaṭṭavivaṭṭāni tiṁsampi saṁvaṭṭavivaṭṭāni cattālīsampi saṁvaṭṭavivaṭṭāni, ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ; tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. 
dhamma@dn28@3@dn28:15.19@with features and details. 
dhamma@dn28@1@dn28:16.4@‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ; tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. 
dhamma@dn28@3@dn28:16.4@‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details. 
dhamma@dn28@1@dn28:19.2@Na ca, bhante, bhagavā kāmesu kāmasukhallikānuyogamanuyutto hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, na ca attakilamathānuyogamanuyutto dukkhaṁ anariyaṁ anatthasaṁhitaṁ. 
dhamma@dn28@3@dn28:19.2@The Buddha doesn’t indulge in sensual pleasures, which are low, crude, ordinary, ignoble, and pointless. And he doesn’t indulge in self-mortification, which is painful, ignoble, and pointless. 
dhamma@dn29@1@dn29:24.13@Puna caparaṁ, cunda, bhikkhu sukhassa ca pahānā dukkhassa ca pahānā …pe… catutthaṁ jhānaṁ upasampajja viharati. 
dhamma@dn29@3@dn29:24.13@Furthermore, giving up pleasure and pain, and ending former happiness and sadness, a mendicant enters and remains in the fourth absorption. It is without pleasure or pain, with pure equanimity and mindfulness. 
dhamma@dn29@1@dn29:25.8@Puna caparaṁ, āvuso, bhikkhu tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmī hoti, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karoti. 
dhamma@dn29@3@dn29:25.8@Furthermore, a mendicant—with the ending of three fetters, and the weakening of greed, hate, and delusion—becomes a once-returner. They come back to this world once only, then make an end of suffering. 
dhamma@dn29@1@dn29:32.4@‘idaṁ dukkhanti kho, āvuso, bhagavatā byākataṁ, ayaṁ dukkhasamudayoti kho, āvuso, bhagavatā byākataṁ, ayaṁ dukkhanirodhoti kho, āvuso, bhagavatā byākataṁ, ayaṁ dukkhanirodhagāminī paṭipadāti kho, āvuso, bhagavatā byākatan’ti. 
dhamma@dn29@3@dn29:32.4@‘What has been declared by the Buddha is this: “This is suffering”—“This is the origin of suffering”—“This is the cessation of suffering”—“This is the practice that leads to the cessation of suffering.”’ 
dhamma@dn29@1@dn29:34.17@‘Sassataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.17@Pleasure and pain are eternal, 
dhamma@dn29@1@dn29:34.18@asassataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.18@or not eternal, 
dhamma@dn29@1@dn29:34.19@sassatañca asassatañca sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.19@or both eternal and not eternal, 
dhamma@dn29@1@dn29:34.20@nevasassataṁ nāsassataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.20@or neither eternal nor not eternal. 
dhamma@dn29@1@dn29:34.21@sayaṅkataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.21@Pleasure and pain are made by oneself, 
dhamma@dn29@1@dn29:34.22@paraṅkataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.22@or made by another, 
dhamma@dn29@1@dn29:34.23@sayaṅkatañca paraṅkatañca sukhadukkhaṁ … 
dhamma@dn29@3@dn29:34.23@or made by both oneself and another, 
dhamma@dn29@1@dn29:34.24@asayaṅkāraṁ aparaṅkāraṁ adhiccasamuppannaṁ sukhadukkhaṁ, idameva saccaṁ moghamaññan’ti. 
dhamma@dn29@3@dn29:34.24@or they have arisen by chance, not made by oneself or another. This is the only truth, other ideas are silly.’ 
dhamma@dn29@1@dn29:36.9@sassataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:36.9@
dhamma@dn29@1@dn29:36.10@asassataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:36.10@
dhamma@dn29@1@dn29:36.11@sassatañca asassatañca sukhadukkhaṁ … 
dhamma@dn29@3@dn29:36.11@
dhamma@dn29@1@dn29:36.12@nevasassataṁ nāsassataṁ sukhadukkhaṁ … 
dhamma@dn29@3@dn29:36.12@
